T_ID,senders_account,receivers_account,amount,date,time
2423,1034,1020,77.97,15/06/2023,14:33:28
2424,1069,1066,98.49,30/10/2023,15:32:16
2425,1036,1052,11.48,21/11/2023,03:47:25
2426,1013,1019,61.41,02/06/2023,00:49:56
2427,1007,1053,62.85,09/10/2023,01:15:42
2428,1074,1053,72.35,15/06/2023,22:49:55
2429,1067,1096,30.32,17/12/2023,01:18:22
2430,1007,1039,20.2,23/11/2023,20:59:31
2431,1049,1081,64.11,11/07/2023,18:22:30
2432,1073,1059,38.03,30/01/2024,07:01:36
2433,1050,1024,87.77,03/07/2023,02:49:05
2434,1081,1030,30.44,27/03/2023,13:17:02
2435,1046,1025,74.98,09/10/2023,20:45:17
2436,1086,1010,66.96,24/12/2023,21:07:23
2437,1068,1079,42.78,23/11/2023,17:54:28
2438,1091,1067,78.13,04/01/2024,15:57:09
2439,1010,1019,43.1,08/05/2023,10:43:59
2440,1011,1032,97.13,30/11/2023,08:25:39
2441,1007,1005,80.74,15/11/2023,09:48:35
2442,1035,1098,76.79,21/12/2023,12:58:28
2443,1049,1005,13.58,05/07/2023,05:54:22
2444,1063,1099,57.11,27/12/2023,08:36:54
2445,1038,1007,18.45,01/11/2023,17:35:47
2446,1049,1061,27.91,24/07/2023,04:46:57
2447,1040,1011,60.92,30/03/2023,05:14:50
2448,1053,1012,11.96,19/03/2023,09:08:32
2449,1096,1007,11.11,18/11/2023,19:48:08
2450,1035,1076,54.13,27/11/2023,13:05:58
2451,1030,1020,25.36,06/12/2023,10:52:07
2452,1053,1044,32.06,27/02/2023,14:59:21
2453,1013,1028,55.96,09/08/2023,12:07:47
2454,1027,1039,54.99,16/11/2023,23:16:05
2455,1029,1033,86.2,10/03/2023,04:36:45
2456,1008,1026,39.98,10/05/2023,05:30:51
2457,1030,1010,55.44,31/07/2023,16:03:06
2458,1079,1012,75.9,02/01/2024,07:39:17
2459,1080,1092,80.74,04/11/2023,10:35:19
2460,1079,1050,20.5,11/08/2023,01:10:33
2461,1011,1019,35.51,19/11/2023,00:31:11
2462,1022,1042,14.04,29/10/2023,01:17:14
2463,1096,1053,23.03,14/02/2024,03:40:27
2464,1018,1050,82.44,22/06/2023,08:33:52
2465,1001,1055,44.02,17/01/2024,12:41:34
2466,1045,1005,18.76,16/08/2023,07:25:59
2467,1068,1100,59.47,04/12/2023,21:34:34
2468,1025,1090,25.91,12/09/2023,09:52:37
2469,1059,1056,13.62,27/03/2023,15:30:51
2470,1059,1046,79.04,13/03/2023,03:47:05
2471,1080,1018,94.94,24/08/2023,22:29:52
2472,1087,1021,77.87,24/12/2023,05:01:52
2473,1025,1009,98.99,09/10/2023,07:37:06
2474,1100,1049,43.26,15/02/2023,21:01:01
2475,1087,1069,73.27,12/06/2023,16:44:26
2476,1034,1098,39.66,31/12/2023,03:33:27
2477,1023,1062,21.67,18/12/2023,01:33:13
2478,1073,1037,11.74,04/09/2023,19:24:57
2479,1015,1009,91.84,06/02/2024,11:42:51
2480,1051,1023,32.72,17/02/2023,20:50:11
2481,1069,1014,96.72,11/08/2023,18:34:56
2482,1031,1053,79.9,30/01/2024,19:48:43
2483,1003,1004,99.87,27/11/2023,05:26:20
2484,1011,1027,42.56,26/09/2023,06:44:39
2485,1016,1041,21.32,01/01/2024,19:29:11
2486,1096,1078,67.55,24/07/2023,04:33:40
2487,1064,1005,82.61,08/08/2023,07:29:12
2488,1020,1026,15.32,12/04/2023,22:38:58
2489,1015,1077,81.52,02/12/2023,14:29:07
2490,1086,1028,98.2,26/09/2023,15:34:01
2491,1085,1089,22.98,25/06/2023,06:29:37
2492,1051,1084,44.58,26/08/2023,04:04:22
2493,1082,1029,77.56,02/10/2023,08:15:11
2494,1066,1029,29.73,25/05/2023,11:50:16
2495,1042,1014,81.07,14/09/2023,06:09:39
2496,1082,1040,87.61,03/09/2023,10:48:11
2497,1016,1088,90.58,06/08/2023,14:04:13
2498,1008,1088,55.08,23/05/2023,06:15:55
2499,1066,1090,74.44,07/04/2023,03:10:54
2500,1051,1036,15.92,24/02/2023,16:58:52
2501,1048,1034,89.69,16/09/2023,13:23:04
2502,1009,1048,56.35,31/07/2023,09:08:51
2503,1016,1034,23.79,30/06/2023,01:58:31
2504,1037,1087,28.42,06/12/2023,22:12:16
2505,1064,1031,28.11,01/12/2023,18:46:44
2506,1015,1091,10.44,11/10/2023,22:53:36
2507,1094,1087,50.08,11/06/2023,06:48:56
2508,1087,1048,86.86,24/08/2023,23:23:00
2509,1030,1026,57.6,12/03/2023,17:43:47
2510,1026,1022,19.07,20/08/2023,14:56:35
2511,1033,1007,13.79,03/12/2023,21:24:09
2512,1083,1035,83.42,16/09/2023,19:15:09
2513,1006,1094,58.65,02/11/2023,06:15:35
2514,1067,1011,28.08,30/03/2023,06:51:32
2515,1071,1066,98.45,21/11/2023,09:41:33
2516,1072,1012,93.63,02/05/2023,19:58:02
2517,1076,1019,13.08,31/12/2023,19:37:22
2518,1007,1081,34.94,30/06/2023,12:22:44
2519,1024,1016,99.51,12/10/2023,06:55:14
2520,1001,1093,55.44,19/12/2023,06:31:52
2521,1043,1088,17.29,31/07/2023,09:51:36
2522,1032,1076,50.94,05/08/2023,02:49:06
2523,1042,1033,13.26,04/09/2023,20:16:34
2524,1060,1078,24.82,18/06/2023,10:19:32
2525,1067,1011,62.57,31/08/2023,20:13:23
2526,1098,1065,17.05,29/09/2023,08:44:46
2527,1021,1051,45.7,23/06/2023,03:21:58
2528,1002,1042,97.29,03/11/2023,08:49:03
2529,1048,1028,59.61,08/10/2023,10:16:04
2530,1038,1004,54.81,21/11/2023,08:31:36
2531,1014,1082,61.25,25/04/2023,02:47:33
2532,1068,1032,50.83,14/06/2023,10:53:14
2533,1009,1016,10.05,25/06/2023,06:53:00
2534,1072,1030,78.65,31/08/2023,01:44:51
2535,1043,1036,41.28,08/09/2023,14:56:19
2536,1093,1095,99.45,26/02/2023,10:58:43
2537,1075,1012,87.92,04/04/2023,14:21:03
2538,1050,1026,29.07,04/12/2023,06:10:57
2539,1081,1060,42.35,12/07/2023,19:36:24
2540,1008,1052,100,13/04/2023,11:46:11
2541,1064,1023,47.13,12/01/2024,11:20:25
2542,1004,1090,22.52,20/10/2023,05:19:46
2543,1065,1081,31.52,25/09/2023,05:19:16
2544,1034,1027,52.89,15/05/2023,01:11:57
2545,1002,1051,28.89,25/11/2023,20:42:03
2546,1087,1007,25.68,06/11/2023,20:04:47
2547,1047,1049,41.97,06/02/2024,02:30:23
2548,1017,1004,29.65,04/10/2023,11:18:57
2549,1047,1028,37.19,03/12/2023,15:59:20
2550,1002,1100,76.35,08/12/2023,06:54:07
2551,1070,1058,72.37,28/05/2023,07:51:40
2552,1037,1041,10.93,03/04/2023,12:59:14
2553,1044,1026,57.99,10/12/2023,03:50:27
2554,1057,1014,98.86,06/03/2023,18:28:57
2555,1031,1084,34.59,31/05/2023,07:46:33
2556,1047,1078,53.7,20/12/2023,18:22:41
2557,1006,1080,26.12,21/07/2023,21:57:50
2558,1026,1058,18.6,16/01/2024,09:15:49
2559,1096,1094,22.97,19/11/2023,17:41:10
2560,1009,1073,22.16,11/04/2023,18:20:09
2561,1093,1054,51.78,21/01/2024,00:56:39
2562,1086,1055,23.79,07/05/2023,16:20:47
2563,1043,1036,79.27,21/11/2023,21:26:30
2564,1100,1049,38.21,07/04/2023,22:11:12
2565,1011,1056,90.02,19/12/2023,06:24:25
2566,1085,1036,64.85,08/02/2024,00:18:13
2567,1035,1040,96.04,02/01/2024,09:08:47
2568,1080,1041,29.26,06/11/2023,21:35:44
2569,1100,1098,54.03,21/05/2023,01:12:56
2570,1040,1075,62.92,21/04/2023,05:20:17
2571,1048,1066,11.71,07/09/2023,15:09:51
2572,1038,1043,90.08,05/06/2023,09:36:30
2573,1071,1066,34.04,29/06/2023,19:58:51
2574,1058,1100,83.48,16/04/2023,13:19:23
2575,1007,1059,34.91,16/04/2023,14:57:03
2576,1032,1027,46.07,21/07/2023,03:43:33
2577,1026,1089,12.04,25/02/2023,06:32:13
2578,1052,1020,94,21/08/2023,21:06:13
2579,1037,1014,43.65,27/08/2023,10:34:45
2580,1009,1050,71.32,24/12/2023,19:23:04
2581,1095,1019,12.1,28/07/2023,13:06:37
2582,1007,1094,10.53,10/09/2023,19:24:36
2583,1054,1025,58.81,19/09/2023,22:02:29
2584,1041,1043,64.86,06/07/2023,10:49:20
2585,1064,1019,99.25,07/07/2023,20:35:16
2586,1015,1050,83.97,17/02/2023,06:19:06
2587,1053,1094,23.13,15/07/2023,22:30:31
2588,1063,1027,29.34,28/03/2023,18:02:39
2589,1027,1026,95.23,05/10/2023,01:08:29
2590,1031,1067,48.86,14/09/2023,21:35:39
2591,1049,1004,15.38,26/12/2023,12:04:37
2592,1051,1082,19.54,07/07/2023,13:30:08
2593,1026,1069,12.1,26/10/2023,01:20:45
2594,1033,1066,78.48,02/09/2023,03:30:23
2595,1029,1005,20.91,07/05/2023,16:30:42
2596,1012,1031,17.75,24/05/2023,12:31:36
2597,1030,1057,80.47,15/06/2023,00:30:35
2598,1100,1066,21.93,24/06/2023,11:45:07
2599,1028,1009,54.65,04/10/2023,06:06:20
2600,1032,1005,62.37,11/01/2024,10:00:55
2601,1073,1090,22.98,26/08/2023,03:14:59
2602,1026,1093,61.92,15/11/2023,18:30:19
2603,1078,1093,12.6,07/04/2023,02:15:04
2604,1010,1015,41.45,20/06/2023,04:51:36
2605,1017,1034,43.84,25/01/2024,12:15:55
2606,1052,1054,19.52,01/02/2024,00:28:30
2607,1011,1069,24.14,05/07/2023,17:08:04
2608,1063,1061,77.01,01/03/2023,13:43:41
2609,1026,1022,40.4,09/05/2023,00:58:48
2610,1042,1010,89.38,28/07/2023,22:53:15
2611,1070,1094,15.23,09/05/2023,08:24:53
2612,1034,1066,10.89,21/04/2023,23:48:17
2613,1061,1041,69.18,07/08/2023,10:06:27
2614,1050,1026,48.78,11/03/2023,23:50:39
2615,1099,1035,89.48,15/01/2024,18:00:36
2616,1057,1005,35.35,26/08/2023,17:02:23
2617,1034,1094,28.81,01/12/2023,06:34:25
2618,1064,1090,50.17,14/12/2023,07:18:42
2619,1028,1069,16.41,28/07/2023,01:46:48
2620,1048,1073,95.75,21/04/2023,02:54:18
2621,1019,1081,12.43,13/11/2023,19:30:20
2622,1074,1002,50.98,10/11/2023,01:06:29
2623,1058,1042,34.3,27/09/2023,02:24:52
2624,1083,1001,49.16,18/11/2023,05:34:59
2625,1001,1039,40.54,15/05/2023,15:03:03
2626,1001,1006,87.27,03/03/2023,18:44:13
2627,1039,1087,30.76,07/04/2023,16:23:55
2628,1048,1001,41.73,11/06/2023,03:57:46
2629,1071,1067,61.04,23/09/2023,03:28:55
2630,1019,1073,78.44,16/07/2023,07:58:55
2631,1073,1047,54.51,14/07/2023,08:24:42
2632,1066,1085,66.08,27/10/2023,16:23:21
2633,1074,1031,46.02,17/05/2023,14:05:55
2634,1100,1099,29.63,04/11/2023,02:33:49
2635,1037,1053,23.46,01/06/2023,11:06:19
2636,1066,1028,53.34,16/09/2023,03:26:39
2637,1099,1042,70.96,31/12/2023,19:29:17
2638,1097,1014,78.84,23/06/2023,08:53:09
2639,1044,1051,68.25,28/12/2023,05:31:46
2640,1060,1011,45.77,17/06/2023,07:57:54
2641,1076,1075,43.37,26/08/2023,12:15:28
2642,1005,1067,13.14,05/05/2023,04:31:04
2643,1094,1035,38.36,06/02/2024,17:08:29
2644,1013,1028,15.55,01/05/2023,07:25:12
2645,1012,1029,49.94,05/12/2023,21:58:29
2646,1021,1024,83.15,23/08/2023,11:11:57
2647,1027,1085,26.42,19/12/2023,19:11:56
2648,1047,1095,52.72,20/12/2023,03:25:37
2649,1050,1088,43,11/09/2023,13:30:28
2650,1022,1096,20.29,16/06/2023,04:44:03
2651,1034,1084,90.62,08/06/2023,01:19:35
2652,1089,1033,58.84,24/09/2023,14:09:00
2653,1007,1027,79.62,17/12/2023,04:56:07
2654,1035,1037,30.86,27/03/2023,00:52:19
2655,1045,1013,12.06,30/05/2023,13:03:36
2656,1070,1097,70.11,04/07/2023,17:09:06
2657,1035,1091,26.21,27/04/2023,21:03:48
2658,1074,1015,58.65,07/07/2023,01:23:23
2659,1076,1047,68.49,07/04/2023,10:07:56
2660,1073,1025,61.87,20/05/2023,23:50:58
2661,1097,1001,13.53,12/12/2023,15:08:18
2662,1001,1072,23.56,10/09/2023,08:43:51
2663,1070,1072,29.64,05/11/2023,23:33:00
2664,1028,1017,41.84,14/02/2024,16:27:21
2665,1014,1082,99.93,08/09/2023,07:16:00
2666,1018,1049,33.54,04/02/2024,21:19:41
2667,1065,1034,22.42,18/08/2023,21:27:29
2668,1015,1059,36.95,27/05/2023,03:56:25
2669,1032,1044,41.08,28/02/2023,11:01:20
2670,1013,1069,98.9,09/07/2023,23:53:16
2671,1061,1082,64.69,15/05/2023,08:20:09
2672,1099,1082,61.39,01/06/2023,22:04:30
2673,1042,1059,40.75,22/05/2023,13:02:27
2674,1014,1010,83.17,10/11/2023,13:09:57
2675,1049,1080,21.89,14/04/2023,07:12:16
2676,1032,1006,80.5,13/08/2023,14:23:37
2677,1065,1083,44.74,29/03/2023,12:48:55
2678,1048,1063,66.52,26/05/2023,14:58:27
2679,1074,1087,94.64,12/04/2023,16:07:29
2680,1016,1017,89.99,09/02/2024,13:44:59
2681,1080,1085,85.21,27/06/2023,10:20:32
2682,1003,1044,59.06,29/09/2023,04:02:17
2683,1085,1042,88,15/07/2023,21:02:25
2684,1001,1051,44.62,07/03/2023,15:04:04
2685,1037,1066,78.26,03/04/2023,01:02:36
2686,1063,1007,59.43,22/05/2023,12:29:35
2687,1087,1064,71.73,30/09/2023,06:42:26
2688,1057,1010,54.71,25/12/2023,00:14:00
2689,1068,1006,79.93,31/08/2023,12:41:03
2690,1021,1071,28.51,28/08/2023,09:30:04
2691,1037,1026,50.32,29/12/2023,18:42:56
2692,1001,1011,56.87,10/03/2023,18:05:29
2693,1002,1066,73.01,25/12/2023,23:36:45
2694,1091,1013,17.76,29/03/2023,03:09:57
2695,1089,1082,27.99,05/08/2023,02:39:36
2696,1079,1082,16.18,27/12/2023,14:34:00
2697,1082,1019,71.94,22/11/2023,02:57:19
2698,1015,1051,67.23,29/10/2023,19:47:38
2699,1012,1043,99.5,30/12/2023,04:16:38
2700,1088,1044,63.7,28/10/2023,07:12:30
2701,1088,1013,67.41,02/06/2023,01:53:36
2702,1062,1068,23.18,19/01/2024,03:35:20
2703,1071,1076,72.3,09/09/2023,02:59:39
2704,1075,1059,76.19,19/09/2023,09:53:42
2705,1037,1047,82.88,19/04/2023,10:55:12
2706,1072,1025,64.52,04/09/2023,04:51:53
2707,1082,1099,42.15,02/07/2023,20:59:12
2708,1054,1026,16.43,29/08/2023,16:05:54
2709,1066,1004,37.72,20/07/2023,08:06:23
2710,1015,1057,15.05,24/01/2024,09:55:20
2711,1054,1062,41.13,26/06/2023,22:13:39
2712,1085,1013,43.85,03/12/2023,16:15:03
2713,1085,1047,41.58,03/10/2023,20:26:43
2714,1085,1044,79.59,14/08/2023,21:47:50
2715,1030,1027,39.17,07/02/2024,02:45:14
2716,1042,1024,70.54,01/04/2023,03:04:19
2717,1066,1037,93.06,30/07/2023,13:21:06
2718,1098,1011,33.73,12/06/2023,21:17:25
2719,1055,1006,47.68,18/04/2023,10:43:10
2720,1038,1023,40.17,07/09/2023,04:43:15
2721,1097,1005,50.07,11/11/2023,07:55:36
2722,1082,1023,31.27,20/12/2023,15:35:33
2723,1046,1053,64.88,30/11/2023,23:13:32
2724,1075,1001,49.55,27/03/2023,21:52:39
2725,1094,1100,63.86,09/02/2024,21:54:07
2726,1097,1040,81.86,19/09/2023,15:11:10
2727,1016,1028,30.93,24/09/2023,14:42:50
2728,1061,1077,65.52,20/10/2023,23:46:38
2729,1029,1093,64.38,31/03/2023,07:14:36
2730,1046,1085,76.84,28/09/2023,06:52:14
2731,1046,1084,28.49,09/12/2023,07:50:10
2732,1075,1025,33.92,03/10/2023,10:30:03
2733,1086,1059,95.8,20/10/2023,18:53:18
2734,1071,1030,36.28,23/05/2023,09:36:39
2735,1032,1025,78.87,17/09/2023,11:17:23
2736,1080,1060,57.39,25/09/2023,02:20:06
2737,1095,1064,34.88,09/09/2023,14:52:31
2738,1068,1007,20.92,01/05/2023,21:40:04
2739,1071,1044,96.49,29/11/2023,19:09:41
2740,1004,1074,46.01,27/10/2023,13:32:08
2741,1075,1083,20.73,07/01/2024,03:58:58
2742,1091,1007,27.14,12/04/2023,18:01:29
2743,1044,1025,26.44,02/08/2023,11:18:10
2744,1038,1018,43.91,22/07/2023,00:12:11
2745,1008,1036,88.49,03/11/2023,18:00:19
2746,1060,1087,28.49,24/04/2023,04:19:54
2747,1023,1055,93.11,03/04/2023,16:44:31
2748,1020,1066,64.12,19/09/2023,03:59:18
2749,1098,1045,88.66,21/12/2023,12:39:30
2750,1044,1093,69.12,12/05/2023,16:57:35
2751,1006,1019,84.41,07/04/2023,22:06:55
2752,1095,1038,67.02,25/02/2023,16:53:24
2753,1093,1070,73.76,14/01/2024,04:32:43
2754,1034,1051,93.6,25/10/2023,03:27:08
2755,1038,1069,96.26,13/12/2023,00:21:10
2756,1019,1021,17.35,09/12/2023,00:15:52
2757,1005,1029,93.72,11/04/2023,23:45:20
2758,1074,1039,24.67,26/09/2023,10:17:26
2759,1026,1044,62.12,27/11/2023,11:20:24
2760,1004,1037,36.11,08/05/2023,14:11:34
2761,1052,1061,63.54,26/12/2023,12:48:28
2762,1082,1059,33.86,19/11/2023,00:02:56
2763,1028,1080,23.95,12/09/2023,04:19:22
2764,1067,1041,14.4,18/09/2023,19:32:25
2765,1001,1031,21.62,09/05/2023,23:14:09
2766,1002,1016,60.34,03/09/2023,11:21:21
2767,1086,1069,44.35,09/04/2023,21:38:55
2768,1017,1041,56.39,26/04/2023,17:12:38
2769,1063,1046,62.87,16/07/2023,06:52:31
2770,1017,1051,64.88,01/10/2023,19:57:10
2771,1044,1039,98.95,20/01/2024,12:32:30
2772,1046,1073,17.19,14/04/2023,07:16:34
2773,1044,1084,54.27,03/04/2023,08:56:46
2774,1087,1045,85.86,29/11/2023,11:29:24
2775,1038,1091,21.69,01/04/2023,07:27:04
2776,1047,1030,46.44,07/02/2024,03:31:22
2777,1060,1080,59.18,12/10/2023,12:33:17
2778,1004,1094,27.16,27/09/2023,20:28:08
2779,1074,1092,77.23,12/06/2023,05:28:40
2780,1021,1019,53.61,21/04/2023,01:06:35
2781,1032,1089,66.83,25/11/2023,17:41:23
2782,1093,1069,78.8,11/08/2023,13:07:47
2783,1089,1003,83.37,16/10/2023,06:26:02
2784,1042,1060,66.2,25/02/2023,04:57:30
2785,1009,1060,92.18,26/12/2023,23:04:02
2786,1018,1090,88.43,13/01/2024,13:28:29
2787,1034,1073,67.97,06/08/2023,13:26:45
2788,1085,1041,44.68,30/09/2023,22:19:49
2789,1065,1032,22.16,02/09/2023,05:56:23
2790,1086,1065,16.06,04/10/2023,05:17:38
2791,1044,1030,53.41,20/03/2023,05:13:40
2792,1037,1050,44.05,22/10/2023,16:40:25
2793,1042,1063,58.01,21/11/2023,06:38:40
2794,1072,1094,15.17,28/04/2023,21:45:33
2795,1035,1028,13.45,11/07/2023,21:01:01
2796,1018,1014,74.59,27/01/2024,04:17:15
2797,1036,1009,55.83,03/11/2023,16:29:58
2798,1069,1063,69.43,21/12/2023,11:18:19
2799,1018,1039,98.4,04/05/2023,19:09:36
2800,1094,1043,56.18,26/03/2023,09:29:42
2801,1016,1098,19.18,14/11/2023,12:20:27
2802,1094,1089,58.71,23/02/2023,08:19:41
2803,1032,1046,49.46,30/07/2023,16:24:16
2804,1040,1038,20.13,12/10/2023,14:09:04
2805,1029,1034,27.75,24/10/2023,17:12:56
2806,1034,1091,52.49,21/04/2023,00:01:47
2807,1024,1066,65.12,19/02/2023,16:26:02
2808,1093,1025,67.31,20/05/2023,08:22:52
2809,1046,1073,64.63,24/10/2023,17:33:54
2810,1010,1015,81.02,07/09/2023,17:38:44
2811,1054,1008,52.29,06/12/2023,09:30:29
2812,1061,1046,70.72,27/12/2023,00:25:13
2813,1044,1081,62.18,18/03/2023,10:39:17
2814,1062,1078,77.27,28/06/2023,08:51:16
2815,1031,1078,14.95,20/12/2023,20:49:03
2816,1084,1064,42.51,21/08/2023,04:30:09
2817,1005,1025,71.14,06/06/2023,00:44:13
2818,1059,1032,80.19,11/08/2023,17:10:20
2819,1081,1036,11.12,25/06/2023,08:36:18
2820,1082,1027,44.97,13/02/2024,13:04:20
2821,1090,1049,57.92,18/02/2023,11:57:54
2822,1018,1047,14.78,30/12/2023,14:46:10
2823,1054,1028,64.03,11/01/2024,14:40:32
2824,1019,1080,14.53,20/01/2024,03:42:20
2825,1033,1058,97.92,07/09/2023,12:07:50
2826,1100,1090,16.96,20/07/2023,08:53:54
2827,1053,1031,34.85,03/03/2023,03:36:46
2828,1008,1023,30.26,26/03/2023,16:51:42
2829,1031,1035,90,24/11/2023,05:38:06
2830,1085,1023,19.7,24/12/2023,03:48:08
2831,1061,1095,53.73,06/12/2023,15:15:25
2832,1058,1026,89.19,26/08/2023,02:09:07
2833,1011,1018,55.97,10/06/2023,06:57:26
2834,1075,1001,48.5,09/07/2023,18:15:26
2835,1058,1063,73.98,22/02/2023,12:38:24
2836,1002,1018,19.82,21/10/2023,01:02:15
2837,1002,1058,59.19,05/04/2023,21:36:21
2838,1039,1021,25.91,22/06/2023,03:05:40
2839,1051,1032,21.53,24/07/2023,05:14:39
2840,1038,1072,42.57,23/02/2023,10:07:31
2841,1045,1063,14.69,29/11/2023,09:17:48
2842,1080,1050,62.69,16/12/2023,23:47:19
2843,1090,1075,35.17,06/04/2023,06:19:13
2844,1066,1078,55.97,12/02/2024,10:15:20
2845,1091,1095,87.44,27/04/2023,23:55:19
2846,1052,1097,26.93,04/11/2023,18:34:17
2847,1097,1059,67.81,09/09/2023,11:06:42
2848,1025,1054,23.6,10/01/2024,07:58:04
2849,1046,1100,67.44,23/02/2023,14:33:55
2850,1083,1011,81.51,25/10/2023,14:09:21
2851,1068,1048,88.13,16/03/2023,07:11:31
2852,1042,1013,13.33,10/03/2023,19:54:39
2853,1016,1031,63.31,09/11/2023,05:07:04
2854,1004,1007,54.13,08/02/2024,17:29:44
2855,1047,1090,39.48,04/07/2023,21:55:01
2856,1085,1014,55.43,19/02/2023,22:17:49
2857,1040,1084,4600.56,09/05/2023,12:29:31
2858,1078,1009,85.33,06/02/2024,06:04:14
2859,1014,1066,66.59,24/05/2023,13:29:12
2860,1097,1084,51.62,04/09/2023,23:45:24
2861,1059,1047,57.67,07/03/2023,20:22:04
2862,1044,1018,82.5,10/12/2023,15:17:22
2863,1026,1028,73.86,08/10/2023,16:03:36
2864,1078,1050,98.89,11/07/2023,12:57:08
2865,1098,1065,14.52,03/02/2024,23:18:19
2866,1018,1029,29.56,06/02/2024,08:14:43
2867,1028,1068,13.16,12/08/2023,18:16:35
2868,1029,1001,42.62,27/09/2023,03:36:08
2869,1016,1036,97.08,11/08/2023,03:22:25
2870,1014,1039,17.4,21/02/2023,09:39:58
2871,1047,1069,65.61,23/10/2023,07:07:44
2872,1089,1037,20.69,24/03/2023,19:01:31
2873,1054,1048,11.58,19/01/2024,15:08:41
2874,1023,1084,72.98,09/07/2023,20:57:45
2875,1072,1045,81.87,05/07/2023,07:56:30
2876,1065,1086,63.06,14/12/2023,10:26:28
2877,1059,1089,55,02/08/2023,19:44:48
2878,1090,1073,43.5,23/08/2023,18:18:31
2879,1018,1083,63.71,06/01/2024,05:15:57
2880,1052,1093,19.1,11/11/2023,01:04:00
2881,1086,1063,78.65,07/03/2023,13:43:24
2882,1057,1092,74.62,10/07/2023,07:31:26
2883,1098,1070,98.08,06/05/2023,01:54:07
2884,1038,1099,21.44,12/12/2023,15:36:57
2885,1009,1077,30.44,14/01/2024,16:26:58
2886,1048,1100,73.37,17/02/2023,09:19:55
2887,1007,1097,12.16,30/04/2023,17:03:50
2888,1024,1040,29.64,06/11/2023,19:06:07
2889,1045,1065,36.53,30/05/2023,04:44:47
2890,1014,1044,71.25,24/02/2023,17:04:24
2891,1027,1074,12.8,08/10/2023,12:08:09
2892,1006,1028,45.42,07/08/2023,15:08:25
2893,1043,1050,59.01,11/07/2023,15:16:22
2894,1026,1070,36.22,08/10/2023,19:20:00
2895,1066,1038,18.8,25/01/2024,05:47:00
2896,1072,1055,37.2,28/04/2023,05:52:31
2897,1020,1090,29.62,01/09/2023,18:28:17
2898,1008,1004,92.09,19/12/2023,02:03:12
2899,1059,1033,48.93,06/12/2023,06:29:04
2900,1038,1082,18.22,16/12/2023,04:46:58
2901,1015,1045,46.14,14/01/2024,23:53:17
2902,1029,1051,24.81,24/10/2023,09:03:03
2903,1060,1057,30.68,09/02/2024,13:04:07
2904,1080,1053,32.23,09/09/2023,01:14:24
2905,1064,1099,48.29,29/08/2023,10:05:54
2906,1030,1061,78.63,04/09/2023,17:07:48
2907,1076,1014,78.43,10/06/2023,06:48:12
2908,1068,1053,52.26,07/01/2024,20:27:31
2909,1049,1062,61.92,22/12/2023,14:19:27
2910,1072,1017,88.53,30/04/2023,15:17:39
2911,1017,1044,58.93,02/05/2023,01:14:55
2912,1001,1038,49.17,31/03/2023,06:35:39
2913,1083,1088,42.34,05/08/2023,20:22:21
2914,1099,1036,88.26,13/06/2023,05:25:26
2915,1060,1042,64.42,23/02/2023,02:33:46
2916,1009,1035,36.49,01/05/2023,00:19:57
2917,1007,1003,12.35,09/12/2023,07:59:18
2918,1036,1060,79.69,16/06/2023,10:51:30
2919,1026,1087,13.28,28/11/2023,11:40:34
2920,1074,1088,89.59,28/09/2023,03:46:53
2921,1035,1003,42.05,12/08/2023,20:06:03
2922,1018,1066,86.98,26/06/2023,10:14:36
2923,1070,1022,84.11,13/07/2023,08:40:06
2924,1072,1056,40.76,05/06/2023,12:15:09
2925,1003,1041,35.06,07/05/2023,07:46:40
2926,1054,1087,54.85,30/04/2023,13:26:06
2927,1018,1013,64.95,16/09/2023,08:08:57
2928,1064,1069,20.61,14/09/2023,21:24:08
2929,1005,1050,41.8,04/11/2023,15:10:10
2930,1003,1053,24.08,09/11/2023,09:33:11
2931,1066,1060,97.61,11/09/2023,05:59:06
2932,1045,1016,33.1,21/09/2023,11:59:26
2933,1073,1003,58.75,06/11/2023,01:40:12
2934,1083,1033,30.29,03/06/2023,22:19:14
2935,1051,1048,54.85,02/05/2023,13:03:58
2936,1019,1076,73.95,06/12/2023,15:01:02
2937,1039,1080,61.79,20/04/2023,05:58:46
2938,1030,1093,18.04,29/07/2023,05:07:23
2939,1073,1038,70.37,27/06/2023,12:09:18
2940,1074,1050,96.19,12/03/2023,14:15:09
2941,1037,1068,30.17,25/11/2023,08:33:55
2942,1031,1021,99.33,24/12/2023,07:48:51
2943,1056,1095,46.09,04/09/2023,16:14:58
2944,1052,1019,86.24,24/06/2023,23:28:27
2945,1048,1049,51.33,27/09/2023,12:37:25
2946,1018,1036,73.18,07/04/2023,07:58:01
2947,1035,1031,31.2,14/01/2024,13:53:07
2948,1056,1032,70.44,06/05/2023,13:58:41
2949,1065,1056,43.22,12/08/2023,08:02:26
2950,1059,1018,40.87,23/07/2023,17:22:17
2951,1046,1059,71.52,24/01/2024,20:29:12
2952,1031,1011,67.09,26/09/2023,13:35:46
2953,1030,1045,73.44,21/03/2023,07:06:22
2954,1052,1071,51.62,28/04/2023,05:42:08
2955,1078,1062,48.01,01/07/2023,00:43:17
2956,1004,1072,38.35,31/05/2023,09:08:01
2957,1049,1059,27.69,11/11/2023,20:10:11
2958,1016,1035,80.14,15/02/2023,08:27:49
2959,1077,1099,33.38,24/01/2024,14:59:41
2960,1099,1056,53.46,30/08/2023,01:38:26
